Song,Movie,Link,id
All Of Them!,King Arthur: Original Soundtrack,https://api.spotify.com/v1/tracks/0OmJMr39l2baqWwabdz6vN,0OmJMr39l2baqWwabdz6vN
The Battle,Gladiator - Music From The Motion Picture,https://api.spotify.com/v1/tracks/4eLFVhfLeNBpDeXkuDmmA5,4eLFVhfLeNBpDeXkuDmmA5
Interrogation,National Treasure,https://api.spotify.com/v1/tracks/4F4HY1HvtDlqjn684FkPzN,4F4HY1HvtDlqjn684FkPzN
Treasure,National Treasure,https://api.spotify.com/v1/tracks/3BpqXVZzkRWQXk81Ci0iIr,3BpqXVZzkRWQXk81Ci0iIr
El Mariachi,Once Upon a Time in Mexico,https://api.spotify.com/v1/tracks/5XriXitLDKZ7VkZ3Y4p9sr,5XriXitLDKZ7VkZ3Y4p9sr
Spectres in the Fog,The Last Samurai: Original Motion Picture Score,https://api.spotify.com/v1/tracks/3UXgrPK7wtsBaJr1QKjz3G,3UXgrPK7wtsBaJr1QKjz3G
A Hard Teacher,The Last Samurai: Original Motion Picture Score,https://api.spotify.com/v1/tracks/3UOFrelbGLUWJpRRzH3hbZ,3UOFrelbGLUWJpRRzH3hbZ
Red Warrior,The Last Samurai: Original Motion Picture Score,https://api.spotify.com/v1/tracks/6DPZdDkTOydyM40IXRi70Z,6DPZdDkTOydyM40IXRi70Z
Esta Tierra,El Rey León,https://api.spotify.com/v1/tracks/1xN2lun36zKQ1KysIPhL96,1xN2lun36zKQ1KysIPhL96
Bajo Las Estrellas,El Rey León,https://api.spotify.com/v1/tracks/2UBiullBkwrR9tlGf2U301,2UBiullBkwrR9tlGf2U301
Paradise Found,Up! Original Soundtrack,https://api.spotify.com/v1/tracks/4YyM2rcMK7oAsPiT5f0YRQ,4YyM2rcMK7oAsPiT5f0YRQ
"Farewell - From ""Pocahontas""/Score","Pocahontas, Une Légende Indienne (Bande Originale Française du Film)",https://api.spotify.com/v1/tracks/4ne5j1QNAOIVjwkFKgeSYs,4ne5j1QNAOIVjwkFKgeSYs
Nemo Egg (Main Title),Disney/Pixar Greatest,https://api.spotify.com/v1/tracks/5FODdBgNYH4INvXTihO37z,5FODdBgNYH4INvXTihO37z
"Ratatouille Main Theme - From ""Ratatouille""/Score",Ratatouille Original Soundtrack (International Version),https://api.spotify.com/v1/tracks/31s6wdB4mxh5VzBifPv2y0,31s6wdB4mxh5VzBifPv2y0
"Remembrance, Remembrance",The Boy In The Striped Pyjamas,https://api.spotify.com/v1/tracks/79eaONFKeRB5z5H2G4wR1c,79eaONFKeRB5z5H2G4wR1c
Main Title,Braveheart - Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/5SgO7ZvlJ9BOEVf9JV0H5G,5SgO7ZvlJ9BOEVf9JV0H5G
A Gift Of A Thistle,Braveheart - Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/7MGFhIe9CBI5baTwLMj7iE,7MGFhIe9CBI5baTwLMj7iE
"Climbing up ""Iknimaya - The Path to Heaven""",AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner,https://api.spotify.com/v1/tracks/15KqdThHtueKDitVDzKNkF,15KqdThHtueKDitVDzKNkF
Jake's first flight,AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner,https://api.spotify.com/v1/tracks/7nduF0mP1S9t8cHJ2f5XOC,7nduF0mP1S9t8cHJ2f5XOC
The bioluminescence of the night,AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner,https://api.spotify.com/v1/tracks/7mJNJKQ1eZFKMmJoaqyw55,7mJNJKQ1eZFKMmJoaqyw55
War,AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner,https://api.spotify.com/v1/tracks/5N3p8oQCB86NL346NZSWkO,5N3p8oQCB86NL346NZSWkO
The Verdict (Dopo la Condanna),Quentin Tarantino's Inglourious Basterds (Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/7IBLOBU9dD6FFcWq5Xliak,7IBLOBU9dD6FFcWq5Xliak
Tomb of the Primes,Transformers: Revenge Of The Fallen - The Score,https://api.spotify.com/v1/tracks/4KQIgtg7n474I988VUY5kX,4KQIgtg7n474I988VUY5kX
The All Spark,Transformers: The Score,https://api.spotify.com/v1/tracks/4tg3hSmrBwoul3VpjS66VU,4tg3hSmrBwoul3VpjS66VU
Optimus,Transformers: The Score,https://api.spotify.com/v1/tracks/7uhc5ZnEe8gHVvoye4A7Ic,7uhc5ZnEe8gHVvoye4A7Ic
Going The Distance - 2006 Digital Remaster,Rocky (30th Anniversary Edition),https://api.spotify.com/v1/tracks/0MyoqNiY1w7B9myOGGsosZ,0MyoqNiY1w7B9myOGGsosZ
Singapore,Pirates Of The Caribbean: At World's End Original Soundtrack,https://api.spotify.com/v1/tracks/0PV1i5jDLQi9OmISDw84rU,0PV1i5jDLQi9OmISDw84rU
One Day,Pirates Of The Caribbean: At World's End Original Soundtrack,https://api.spotify.com/v1/tracks/2wbN4OiwGcUXXpR6xKkugA,2wbN4OiwGcUXXpR6xKkugA
Davy Jones,Pirates Of The Caribbean - Dead Man's Chest Original Soundtrack (English Version),https://api.spotify.com/v1/tracks/7klLXey9V4OrC6mwUXf8Fc,7klLXey9V4OrC6mwUXf8Fc
Hello Beastie,Pirates Of The Caribbean - Dead Man's Chest Original Soundtrack (English Version),https://api.spotify.com/v1/tracks/7EaVdKxevkzroLrxYzjKPm,7EaVdKxevkzroLrxYzjKPm
Jack Sparrow,Pirates Of The Caribbean - Dead Man's Chest Original Soundtrack (English Version),https://api.spotify.com/v1/tracks/7lThyMeq8wY06ZeWrPwNrn,7lThyMeq8wY06ZeWrPwNrn
Guilty of Being Innocent of Being Jack Sparrow,Pirates Of The Caribbean: On Stranger Tides (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/1NETMFXbLpbyMRDyVPEcVP,1NETMFXbLpbyMRDyVPEcVP
Angelica,Pirates Of The Caribbean: On Stranger Tides (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0bTeMs3rokdYUswaoZryCQ,0bTeMs3rokdYUswaoZryCQ
Ghostbusters - Instrumental Version,Ghostbusters,https://api.spotify.com/v1/tracks/5IGe9lMEAnUBhp77rtxP8m,5IGe9lMEAnUBhp77rtxP8m
Theme from Superman (1978),The Music Of Dc Comics: 75th Anniversary Collection,https://api.spotify.com/v1/tracks/7lNCCeskkRzCh3jNYXBzPH,7lNCCeskkRzCh3jNYXBzPH
"Main Title from Home Alone (""Somewhere in My Memory"") - Voice",Home Alone - Soundtrack,https://api.spotify.com/v1/tracks/6imurX7g4lyZRxvfyDivyp,6imurX7g4lyZRxvfyDivyp
"Theme from ""Armageddon""",Armageddon - The Album,https://api.spotify.com/v1/tracks/48aIXIxoS3RnDQLIS7v4jC,48aIXIxoS3RnDQLIS7v4jC
...And Then I Kissed Him,Pearl Harbor - Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/3gu0k1itITCh6NlTBEmrXW,3gu0k1itITCh6NlTBEmrXW
Brothers,Pearl Harbor - Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/1iZ7Iic1SaWCvMXplKAjqs,1iZ7Iic1SaWCvMXplKAjqs
Attack,Pearl Harbor - Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/6IOKC4uiuoSFxATlGoLHIi,6IOKC4uiuoSFxATlGoLHIi
Armageddon Piano,Armageddon - Original Motion Picture Score,https://api.spotify.com/v1/tracks/5YvHk8Gkt9x33mR0xNikuM,5YvHk8Gkt9x33mR0xNikuM
Harry & Grace Make Peace,Armageddon - Original Motion Picture Score,https://api.spotify.com/v1/tracks/35pVLAcEkttf3k3MR0OaxC,35pVLAcEkttf3k3MR0OaxC
Long Distance Goodbye/Landing,Armageddon - Original Motion Picture Score,https://api.spotify.com/v1/tracks/5dgaYf13cKz1iUzxAyVdwg,5dgaYf13cKz1iUzxAyVdwg
Leaving,Armageddon - Original Motion Picture Score,https://api.spotify.com/v1/tracks/63nKTqaUM36EkTqbKa0fqm,63nKTqaUM36EkTqbKa0fqm
London,Blood Diamond,https://api.spotify.com/v1/tracks/7MZAPh14xrlg68L6sHNcyP,7MZAPh14xrlg68L6sHNcyP
Molossus,Batman Begins - Original Soundtrack,https://api.spotify.com/v1/tracks/7LlPevxMos31Hce8jF6XvL,7LlPevxMos31Hce8jF6XvL
The Portrait,Back to Titanic - More Music from the Motion Picture,https://api.spotify.com/v1/tracks/3T7iSvIv2rwWnE9x8I5ZUe,3T7iSvIv2rwWnE9x8I5ZUe
Hymn To The Sea,Titanic: Music from the Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/34KXFuc5vi23cWeJNLBbEL,34KXFuc5vi23cWeJNLBbEL
"""My Family Is My Life ...""",The Legend of Zorro,https://api.spotify.com/v1/tracks/0W3UGlgce3Cb2gTsvvu81A,0W3UGlgce3Cb2gTsvvu81A
The Wedding - Instrumental,Deep Impact - Music from the Motion Picture,https://api.spotify.com/v1/tracks/1BfF1EHnLG6Bz7e0YLKk1Z,1BfF1EHnLG6Bz7e0YLKk1Z
Nearer My God to Thee,Back to Titanic - More Music from the Motion Picture,https://api.spotify.com/v1/tracks/2Pwqj7agttdmdSmdOh6BZC,2Pwqj7agttdmdSmdOh6BZC
For The Love Of A Princess,Braveheart - Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/43xNuPBzyZmtQ2dO4jaGQK,43xNuPBzyZmtQ2dO4jaGQK
End Credits,Braveheart - Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/075evBVsN1zIdqn4IIm10C,075evBVsN1zIdqn4IIm10C
Legends of the Fall,Legends Of The Fall Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/31loMj4ZFxOedEd2bHHQjg,31loMj4ZFxOedEd2bHHQjg
La valse d'Amélie - Version originale,Amelie from Montmartre,https://api.spotify.com/v1/tracks/508AvcfQL1jBYNdSrA1GVn,508AvcfQL1jBYNdSrA1GVn
La noyée,Amelie from Montmartre,https://api.spotify.com/v1/tracks/2hseQ3CdoZmJLUuLbO7gKp,2hseQ3CdoZmJLUuLbO7gKp
Dies Mercurii I Martius,The Da Vinci Code (オリジナル・サウンドトラック),https://api.spotify.com/v1/tracks/5a6kU8sp0D7YqfS7DG2gzY,5a6kU8sp0D7YqfS7DG2gzY
Prince Caspian Flees,The Chronicles Of Narnia: Prince Caspian Original Soundtrack,https://api.spotify.com/v1/tracks/3FOW10OG9B6iOjqbzptVxL,3FOW10OG9B6iOjqbzptVxL
A Kaleidoscope Of Mathematics - A Beautiful Mind/Soundtrack Version,A Beautiful Mind (Soundtrack),https://api.spotify.com/v1/tracks/0X67tiKxHrtLZ5WGdhYIOC,0X67tiKxHrtLZ5WGdhYIOC
"Playing A Game Of ""Go!"" - A Beautiful Mind/Soundtrack Version",A Beautiful Mind (Soundtrack),https://api.spotify.com/v1/tracks/6MfjXA3afn4acwuvv415gk,6MfjXA3afn4acwuvv415gk
Looking For The Next Great Idea - A Beautiful Mind/Soundtrack Version,A Beautiful Mind (Soundtrack),https://api.spotify.com/v1/tracks/7JOPKAQmIL4XORvUhAhPrX,7JOPKAQmIL4XORvUhAhPrX
Storytime,Edward Scissorhands,https://api.spotify.com/v1/tracks/2k8gwTGsi3IwKp3xqaddbe,2k8gwTGsi3IwKp3xqaddbe
Ice Dance,Edward Scissorhands,https://api.spotify.com/v1/tracks/201hh8Cw6sRl5TvzBI2Dhm,201hh8Cw6sRl5TvzBI2Dhm
The Grand Finale,Edward Scissorhands,https://api.spotify.com/v1/tracks/182Q9YQ328LMnc7Utq4nwd,182Q9YQ328LMnc7Utq4nwd
Raid on Alamut,Prince Of Persia: The Sands Of Time (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0OEgzTdx06nopLZk22COAO,0OEgzTdx06nopLZk22COAO
Main Titles (Enemy Of The State),Enemy Of The State Original Soundtrack,https://api.spotify.com/v1/tracks/33Cckd4LwhnWezbMnxGthE,33Cckd4LwhnWezbMnxGthE
Arose,American Beauty (Soundtrack),https://api.spotify.com/v1/tracks/0sRPKoNt2q0rPZ3But78TG,0sRPKoNt2q0rPZ3But78TG
I Am Legend - Epilogue,I Am Legend,https://api.spotify.com/v1/tracks/1SHBLIcnitc2wB2OFAQazc,1SHBLIcnitc2wB2OFAQazc
Hymn To The Fallen - Saving Private Ryan/Soundtrack Version,Saving Private Ryan (Music From The Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/1TPh4xLWAKcD4vudcvIWGI,1TPh4xLWAKcD4vudcvIWGI
Main Titles,Letters From Iwo Jima,https://api.spotify.com/v1/tracks/12fPKv4iQewu2PGlQfk2TI,12fPKv4iQewu2PGlQfk2TI
"The Hand Of Fate, Part ll",Signs Original Soundtrack,https://api.spotify.com/v1/tracks/2OiEDDz2n3Zzu0hAfypCLu,2OiEDDz2n3Zzu0hAfypCLu
Central Park,King Kong (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0XYY6mkHmj94yQOxyMvOgz,0XYY6mkHmj94yQOxyMvOgz
Eptesicus,Batman Begins - Original Soundtrack,https://api.spotify.com/v1/tracks/5Pzsi9AzAQFkrcWzm3Xhiy,5Pzsi9AzAQFkrcWzm3Xhiy
"Transylvania 1887 - Original Motion Picture Soundtrack ""Van Helsing""",Van Helsing,https://api.spotify.com/v1/tracks/4RmPXBmRaECw8hwUHpk0WT,4RmPXBmRaECw8hwUHpk0WT
"Reunited - Original Motion Picture Soundtrack ""Van Helsing""",Van Helsing,https://api.spotify.com/v1/tracks/6f1gPKpBchgoslvfLlgoyk,6f1gPKpBchgoslvfLlgoyk
The Mummy Returns,The Mummy Returns (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/031G3ZqhMRbGx7fBwLOBnL,031G3ZqhMRbGx7fBwLOBnL
The Kiss,Last of the Mohicans (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5umoZmJLW98rlImZulfLp5,5umoZmJLW98rlImZulfLp5
Prison Break - Main Title Season 3,Prison Break Season 3 & 4,https://api.spotify.com/v1/tracks/6MYck5vuSlB1MebntWZ9J2,6MYck5vuSlB1MebntWZ9J2
Aim For The Heart,Prison Break Season 3 & 4,https://api.spotify.com/v1/tracks/609kPYlQcap4tYAfq24SIz,609kPYlQcap4tYAfq24SIz
The Canyon,127 Hours,https://api.spotify.com/v1/tracks/4CjWzyU0hcU0j9Idp5SjDq,4CjWzyU0hcU0j9Idp5SjDq
Love Actually - Glasgow Love Theme,Movie Classics,https://api.spotify.com/v1/tracks/45cw5LkFSe4cgqg6aCAikg,45cw5LkFSe4cgqg6aCAikg
War Eagle,EA SPORTS NCAA Football 12,https://api.spotify.com/v1/tracks/7LsEN4t3sXKt6c6uLnvZDz,7LsEN4t3sXKt6c6uLnvZDz
Castle,TV Top Theme Songs,https://api.spotify.com/v1/tracks/6ocvzT7Ari5SKjcHaCnEEv,6ocvzT7Ari5SKjcHaCnEEv
Mad Men (TV Show Intro / Main Song Theme),Mad Men (TV Show Intro / Main Song Theme),https://api.spotify.com/v1/tracks/5ziL84CdNxkqmDWJEJnqqm,5ziL84CdNxkqmDWJEJnqqm
The Impossible Main Titles,Lo Imposible (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/23ZQa7RwWqcx9vgLNE4pGa,23ZQa7RwWqcx9vgLNE4pGa
Main Titles,Frankenweenie (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/1ao6yxBJi0Wou5F4tGQqFN,1ao6yxBJi0Wou5F4tGQqFN
Cast Away End Credits,Cast Away - The Films of Robert Zemeckis,https://api.spotify.com/v1/tracks/69ZwnfsS0UctS0TbVYwQm2,69ZwnfsS0UctS0TbVYwQm2
"Introductory Movement - Two Pianos, Violin, Harpsichord",The Waltz of the Monsters / Cascade Street,https://api.spotify.com/v1/tracks/2ecaezsDrBnRCK145dWFbV,2ecaezsDrBnRCK145dWFbV
Man Versus Man,The Bourne Ultimatum (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0eLCEkgmGFtpQmb522lTKk,0eLCEkgmGFtpQmb522lTKk
"Grand Bazaar, Istanbul",Skyfall,https://api.spotify.com/v1/tracks/5S6QRddlH14aVZSBRQw9AK,5S6QRddlH14aVZSBRQw9AK
The People's House,Lincoln,https://api.spotify.com/v1/tracks/1tC0hA0oiMttiX2MFhM5Kb,1tC0hA0oiMttiX2MFhM5Kb
Rise,The Dark Knight Rises,https://api.spotify.com/v1/tracks/3VdzKymHyCA7OQdUiDREKF,3VdzKymHyCA7OQdUiDREKF
Carol of the Bells - Voice,Home Alone - Soundtrack,https://api.spotify.com/v1/tracks/7a8FwfEPX4fPZjB8JytSWG,7a8FwfEPX4fPZjB8JytSWG
"Por una Cabeza (From ""Parfum de femme"")","A Time for Us (Silence, on joue!)",https://api.spotify.com/v1/tracks/7FZeb3WUrCInAITFu9ZLJ8,7FZeb3WUrCInAITFu9ZLJ8
Un Monumento,Quentin Tarantino’s Django Unchained Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/3oVPY25GoirgJH3ImmNgGR,3oVPY25GoirgJH3ImmNgGR
The Mission,Argo: Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/6d0UdNsHUdzkjDPbI2mHFp,6d0UdNsHUdzkjDPbI2mHFp
Piscine Molitor Patel / Sous le Ciel de Paris,Life of Pi (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/4HZrpVnV7faCvKDT5v4j2q,4HZrpVnV7faCvKDT5v4j2q
Extremely Loud And Incredibly Close,Extremely Loud and Incredibly Close: Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/5gMVhIqRq96a5pnfuj8HL0,5gMVhIqRq96a5pnfuj8HL0
Faith,The Bible (Original TV Series Soundtrack),https://api.spotify.com/v1/tracks/6qywWT3fhzxIziHlYm1qUC,6qywWT3fhzxIziHlYm1qUC
"Life and Death (From ""Lost"")",Lost (Themes from TV Series) - EP,https://api.spotify.com/v1/tracks/4dZHQwfBPkjFBOQNKcJ3yh,4dZHQwfBPkjFBOQNKcJ3yh
Moving On,Lost The Final Season,https://api.spotify.com/v1/tracks/3x8JiN6t8qRzKjt3pGgsM1,3x8JiN6t8qRzKjt3pGgsM1
Debussy - Claro de Luna,"Musica Clasica - Música Clásica de Relajacion, Debussy Claro de Luna, Para Elisa Beethoven y Lo Mejor de la Musica Clasica Musica de Relax",https://api.spotify.com/v1/tracks/7H89VAebsri0QaVGApLOa6,7H89VAebsri0QaVGApLOa6
The Winner Is (From Little Miss Sunshine),The Winner Is (From Little Miss Sunshine),https://api.spotify.com/v1/tracks/1XDBqmGu5stnNVACyYstlf,1XDBqmGu5stnNVACyYstlf
Dumbledore's Farewell,Harry Potter and the Half-Blood Prince (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0bmb8jg6ljmt8qBmIsMNvL,0bmb8jg6ljmt8qBmIsMNvL
Courtyard Apocalypse,"Harry Potter and the Deathly Hallows, Pt. 2 (Original Motion Picture Soundtrack)",https://api.spotify.com/v1/tracks/50Cz3hN8iB9aDL0FL6e0mM,50Cz3hN8iB9aDL0FL6e0mM
A Window to the Past,Harry Potter and the Prisoner of Azkaban / Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/1PPTlPJqKuL0fdoTmzwXJy,1PPTlPJqKuL0fdoTmzwXJy
Love Is A Many Splendored Thing - From “Grease” Soundtrack,Grease (Deluxe Edition),https://api.spotify.com/v1/tracks/0w3Roqg2Gb9szgC6R8YMoC,0w3Roqg2Gb9szgC6R8YMoC
Main Titles - Fantastic Beasts and Where to Find Them Theme,Fantastic Beasts and Where to Find Them (Original Motion Picture Soundtrack) [Deluxe Edition],https://api.spotify.com/v1/tracks/0NxX4nHODgzusB4PrM73oN,0NxX4nHODgzusB4PrM73oN
The Black Gate Opens (feat. Sir James Galway),Lord of the Rings 3 - The Return of the King,https://api.spotify.com/v1/tracks/2OcUSuvHINLaIaXXA3tN8M,2OcUSuvHINLaIaXXA3tN8M
The White Tree,Lord of the Rings 3 - The Return of the King,https://api.spotify.com/v1/tracks/5qgHL3PBLbTBPPSM8dBE62,5qgHL3PBLbTBPPSM8dBE62
The Steward of Gondor (feat. Billy Boyd),Lord of the Rings 3 - The Return of the King,https://api.spotify.com/v1/tracks/227hmntzKpN4CsYt3RVKcC,227hmntzKpN4CsYt3RVKcC
The Grey Havens (feat. Sir James Galway),Lord of the Rings 3 - The Return of the King,https://api.spotify.com/v1/tracks/0gt7ei2Fube4V9jnJ5VCKM,0gt7ei2Fube4V9jnJ5VCKM
Old Friends,The Hobbit: An Unexpected Journey Original Motion Picture Soundtrack (International Version),https://api.spotify.com/v1/tracks/6wLWf8Y3rPc8RjeN0IdBHQ,6wLWf8Y3rPc8RjeN0IdBHQ
"The Quest For Erebor - From ""The Hobbit - The Desolation Of Smaug""",The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),https://api.spotify.com/v1/tracks/3HAaPXCaHogIklnuUhnuQX,3HAaPXCaHogIklnuUhnuQX
"Beyond The Forest - From ""The Hobbit - The Desolation Of Smaug""",The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),https://api.spotify.com/v1/tracks/48lrn3wqi6iI8svFD0uesB,48lrn3wqi6iI8svFD0uesB
"Barrels Out Of Bond - From ""The Hobbit - The Desolation Of Smaug""",The Hobbit - The Desolation Of Smaug (Original Motion Picture Soundtrack / Special Edition),https://api.spotify.com/v1/tracks/4Nl3skW70rdc9un8RfjfxK,4Nl3skW70rdc9un8RfjfxK
Learning to Read,The Book Thief (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5MQiBkgFha6XSgxUEtEOqP,5MQiBkgFha6XSgxUEtEOqP
Overture And Sanitarium,The Orchestral Score From Baz Luhrmann's Film The Great Gatsby,https://api.spotify.com/v1/tracks/0mFJpUQPr1ARpr2gGYSOIM,0mFJpUQPr1ARpr2gGYSOIM
Green Light,The Orchestral Score From Baz Luhrmann's Film The Great Gatsby,https://api.spotify.com/v1/tracks/5jq8OJeao3WmnxM74VIgxh,5jq8OJeao3WmnxM74VIgxh
Solomon,12 Years A Slave (Music From and Inspired by the Motion Picture),https://api.spotify.com/v1/tracks/2TTwSbzdUsJPKioJ868N9D,2TTwSbzdUsJPKioJ868N9D
Emotions - Instrumental,Bicentennial Man - Original Motion Picture Soundtrack,https://api.spotify.com/v1/tracks/3q0Ks78ADSomVdDSap32mz,3q0Ks78ADSomVdDSap32mz
Goodbye Brother,Game Of Thrones,https://api.spotify.com/v1/tracks/6qWcpAJGry7v2JLPbC59A1,6qWcpAJGry7v2JLPbC59A1
A Lannister Always Pays His Debts,Game of Thrones (Music from the HBO® Series) Season 3,https://api.spotify.com/v1/tracks/7MlWYU698FgcxTDbAXAltf,7MlWYU698FgcxTDbAXAltf
The Children,Game of Thrones: Season 4 (Music from the HBO Series),https://api.spotify.com/v1/tracks/7k8DQNQga4UMKFsnVSCPE0,7k8DQNQga4UMKFsnVSCPE0
Mhysa,Game of Thrones (Music from the HBO® Series) Season 3,https://api.spotify.com/v1/tracks/5L8WbHmA5rhh9EKs0PThzw,5L8WbHmA5rhh9EKs0PThzw
Arrival at Winterfell,Game Of Thrones: Season 8 (Music from the HBO Series),https://api.spotify.com/v1/tracks/0VeOw2I0PIDZScE9HCUKgN,0VeOw2I0PIDZScE9HCUKgN
Flight of Dragons,Game Of Thrones: Season 8 (Music from the HBO Series),https://api.spotify.com/v1/tracks/4OG2BR10XdGsOjWNiOdVjr,4OG2BR10XdGsOjWNiOdVjr
The Night King,Game Of Thrones: Season 8 (Music from the HBO Series),https://api.spotify.com/v1/tracks/1aDklx1GaBqHFowCzz63wU,1aDklx1GaBqHFowCzz63wU
Jenny of Oldstones,Game Of Thrones: Season 8 (Music from the HBO Series),https://api.spotify.com/v1/tracks/2YmIcPF20FEaQd8qwTK8zm,2YmIcPF20FEaQd8qwTK8zm
Two Loves,The Walk (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0AE7HvW4tTLvajXI5R5UJf,0AE7HvW4tTLvajXI5R5UJf
Mars,The Martian: Original Motion Picture Score,https://api.spotify.com/v1/tracks/44CgM5My2vfkSv1KAQuEfk,44CgM5My2vfkSv1KAQuEfk
Sad Farewell,Awaken,https://api.spotify.com/v1/tracks/5I91fj6horhA1OG5waoc9F,5I91fj6horhA1OG5waoc9F
Opar,The Legend of Tarzan (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/4gxRXpYi4sPeTtG6uCp9Eg,4gxRXpYi4sPeTtG6uCp9Eg
The Piano: The Heart Asks Pleasure First,Chasing Pianos - The Piano Music Of Michael Nyman,https://api.spotify.com/v1/tracks/0UxACryJlLw1VzQWe9eA3x,0UxACryJlLw1VzQWe9eA3x
The Legend Of Tarzan,The Legend of Tarzan (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/3nsjlHk31l028WWGZI9PpR,3nsjlHk31l028WWGZI9PpR
Rey's Theme,Star Wars: El Despertar de la Fuerza (Banda Sonora Original),https://api.spotify.com/v1/tracks/7dqdXqoK6PgNu6ckD0Sxhu,7dqdXqoK6PgNu6ckD0Sxhu
Jyn Erso & Hope Suite,Rogue One: A Star Wars Story (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/4vn4pHD5h0VHu1jzRTS8Dj,4vn4pHD5h0VHu1jzRTS8Dj
House Of Cards Main Title Theme,House of Cards (Music from the Original Series),https://api.spotify.com/v1/tracks/64eRZGAmZQFxFQQq1z3aV2,64eRZGAmZQFxFQQq1z3aV2
The Revenant Main Theme Atmospheric,The Revenant (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5Ri1y3EPVok1TnopdkmfE6,5Ri1y3EPVok1TnopdkmfE6
El Ciclo Vital Con Nants´Ingonyama (with Coro El Rey Leon),El Rey León. El Musical,https://api.spotify.com/v1/tracks/1LrvRSLH1Yf4mfa7P7MI7Z,1LrvRSLH1Yf4mfa7P7MI7Z
El Vive En Ti (with Coro El Rey Leon & Carlos Rivera),El Rey León. El Musical,https://api.spotify.com/v1/tracks/6Xt2wihEMRB78HtC3jg6sE,6Xt2wihEMRB78HtC3jg6sE
Stuff We Did,Up! Original Soundtrack,https://api.spotify.com/v1/tracks/6zh0jASo2jjuPrM0mTMCIh,6zh0jASo2jjuPrM0mTMCIh
Main Title: Prologue,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),https://api.spotify.com/v1/tracks/4gkrvTWI20ssungO1WkrUN,4gkrvTWI20ssungO1WkrUN
Hooked on a Feeling,Hooked On A Feeling,https://api.spotify.com/v1/tracks/6Ac4NVYYl2U73QiTt11ZKd,6Ac4NVYYl2U73QiTt11ZKd
"Zoosters Breakout (From ""Madagascar"")",Film Music of Hans Zimmer Vol.2,https://api.spotify.com/v1/tracks/2zx0flXIJ8rf51cHzQ68rJ,2zx0flXIJ8rf51cHzQ68rJ
Dragonstone,Game Of Thrones: Season 7 (Music from the HBO® Series),https://api.spotify.com/v1/tracks/3Exdm2xivD5Jer1XbIeFnl,3Exdm2xivD5Jer1XbIeFnl
Blood of My Blood,Game of Thrones (Music from the HBO® Series - Season 6),https://api.spotify.com/v1/tracks/7kMr7gQm5lzvwlc5VZHgMO,7kMr7gQm5lzvwlc5VZHgMO
Adagio in G Minor (Attrib. Albinoni) [Arr. for Chamber Orchestra],Great Baroque Favorites,https://api.spotify.com/v1/tracks/5Fw4nhdXk4THgyfetrwpDf,5Fw4nhdXk4THgyfetrwpDf
"Violin Concerto In D Major, Op. 35: Sérénade mélancolique, op. 26",Peter Iljitsch Tschaikowsky,https://api.spotify.com/v1/tracks/3EHYhkyhmGNesSfTKM3n65,3EHYhkyhmGNesSfTKM3n65
